content_id,client_id,search_volume,competition,competition_level,cpc,content_type,main_intent,word_count,char_count,provider_used,model_used,impressions_90d,clicks_90d,pageviews_90d,sessions_90d,users_90d,engaged_sessions_90d,ai_sessions_90d,scroll_events_90d,days_with_impressions,days_with_sessions,impressions_last_30d,clicks_last_30d,sessions_last_30d,impressions_prev_30d,clicks_prev_30d,sessions_prev_30d,content_age_days,age_tier,age_tier_order,days_since_last_update,freshness_tier,word_count_tier,char_count_tier,ctr,avg_position,engagement_rate,scroll_rate,ai_traffic_pct,impression_tier,position_tier,trend_direction,trend_pct,content_hash_id,gsc_clicks,gsc_impressions,gsc_avg_position,gsc_ctr,is_declining,staleness_bucket,action_score,reason_code,action_label
content_390f53bd5dab,client_8722616204,30.0,0.09,LOW,5.92,keyword article,commercial,3033.0,20448.0,google,gemini-3-flash-preview,55,0,1,1,1,0,0,1,17,1,0,0,0,5,0,1,98,91-180,4,8,0-30,2000-3500,15000-25000,0.0,9.9,0.0,100.0,0.0,low,page_1,down,-100.0,content_390f53bd5dab,0,55,9.9,0.0,1,<30d (Fresh),0.47869464436791925,NO_ACTION_NEEDED,MONITOR
content_9b3eae623a47,client_2c624232cd,0.0,0.0,LOW,0.0,keyword article,informational,2359.0,14911.0,,gemini-3-flash-preview,264,1,15,15,15,0,0,3,57,13,46,0,1,29,0,5,517,365+,6,11,0-30,2000-3500,8000-15000,0.38,15.3,0.0,20.0,0.0,low,striking,up,58.6,content_9b3eae623a47,1,264,15.3,0.0038,0,<30d (Fresh),0.4785846294780203,NO_ACTION_NEEDED,MONITOR
content_74aa549f2f8a,client_2c624232cd,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-4o-mini,22,0,1,1,1,0,0,0,18,1,7,0,0,3,0,0,517,365+,6,22,0-30,,,0.0,61.0,0.0,0.0,0.0,low,deep,up,133.3,content_74aa549f2f8a,0,22,61.0,0.0,0,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_4c6478254922,client_19581e27de,4400.0,0.03,LOW,15.55,keyword article,informational,,,,,22,0,16,14,11,0,0,0,16,11,9,0,10,6,0,4,482,365+,6,22,0-30,,,0.0,24.5,0.0,0.0,0.0,low,page_3_5,up,50.0,content_4c6478254922,0,22,24.5,0.0,0,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_f847d7687414,client_19581e27de,40.0,0.07,LOW,0.12,keyword article,informational,,,,,22,0,4,4,4,0,0,0,18,4,4,0,2,12,0,2,463,365+,6,22,0-30,,,0.0,45.7,0.0,0.0,0.0,low,page_3_5,down,-66.7,content_f847d7687414,0,22,45.7,0.0,1,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_8c3de0e95df9,client_19581e27de,260.0,0.48,MEDIUM,3.09,keyword article,commercial,,,,,22,0,2,2,2,0,0,0,12,2,5,0,1,10,0,1,463,365+,6,22,0-30,,,0.0,21.0,0.0,0.0,0.0,low,page_3_5,down,-50.0,content_8c3de0e95df9,0,22,21.0,0.0,1,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_2d1690d2847a,client_19581e27de,10.0,0.39,MEDIUM,0.07,keyword article,commercial,,,,,22,0,2,2,2,0,0,0,14,2,6,0,2,13,0,0,480,365+,6,22,0-30,,,0.0,16.3,0.0,0.0,0.0,low,striking,down,-53.8,content_2d1690d2847a,0,22,16.3,0.0,1,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_dc5dc77851b0,client_19581e27de,10.0,0.0,LOW,0.0,keyword article,informational,,,,,22,0,1,1,1,0,0,0,15,1,11,0,1,7,0,0,482,365+,6,22,0-30,,,0.0,45.8,0.0,0.0,0.0,low,page_3_5,up,57.1,content_dc5dc77851b0,0,22,45.8,0.0,0,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_8bdf571e5d0e,client_e629fa6598,0.0,0.0,LOW,0.0,keyword article,informational,,,,unknown,22,0,1,1,1,0,0,1,12,1,1,0,1,1,0,0,502,365+,6,22,0-30,,,0.0,49.6,0.0,100.0,0.0,low,page_3_5,stable,0.0,content_8bdf571e5d0e,0,22,49.6,0.0,0,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_4a471113bb58,client_19581e27de,2900.0,0.95,HIGH,1.79,keyword article,transactional,,,,,22,0,5,5,5,0,0,0,19,5,5,0,3,7,0,2,421,365+,6,22,0-30,,,0.0,14.4,0.0,0.0,0.0,low,striking,down,-28.6,content_4a471113bb58,0,22,14.4,0.0,1,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_f40379d0da92,client_e629fa6598,10.0,0.0,LOW,0.0,keyword article,informational,,,,unknown,22,0,3,3,3,0,0,0,11,3,0,0,2,0,0,1,460,365+,6,22,0-30,,,0.0,11.7,0.0,0.0,0.0,low,striking,flat,,content_f40379d0da92,0,22,11.7,0.0,0,<30d (Fresh),0.4785787024817996,NO_ACTION_NEEDED,MONITOR
content_88c083e1bdca,client_9400f1b21c,70.0,0.04,LOW,6.56,keyword article,informational,,,,gpt-5-mini,25,0,2,2,2,0,0,1,8,2,0,0,0,2,0,1,557,365+,6,20,0-30,,,0.0,4.6,0.0,50.0,0.0,low,page_1,down,-100.0,content_88c083e1bdca,0,25,4.6,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_94d56e0730af,client_8527a891e2,480.0,0.19,LOW,1.09,keyword article,commercial,1683.0,10496.0,,gpt-4o-mini,25,0,2,2,2,0,0,0,10,2,0,0,0,22,0,2,238,181-365,5,20,0-30,1000-2000,8000-15000,0.0,5.7,0.0,0.0,0.0,low,page_1,down,-100.0,content_94d56e0730af,0,25,5.7,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_b9d489d7a935,client_d4735e3a26,,,,,feedly article,,804.0,5693.0,,gpt-4o-mini,25,0,1,1,1,0,0,0,20,1,7,0,1,8,0,0,303,181-365,5,20,0-30,<1000,<8000,0.0,7.3,0.0,0.0,0.0,low,page_1,stable,-12.5,content_b9d489d7a935,0,25,7.3,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_7a2709bf7cba,client_d4735e3a26,,,,,feedly article,,920.0,6369.0,,gpt-4o-mini,25,0,3,3,3,0,0,1,18,3,7,0,1,5,0,0,296,181-365,5,20,0-30,<1000,<8000,0.0,6.8,0.0,33.33,0.0,low,page_1,up,40.0,content_7a2709bf7cba,0,25,6.8,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_18b35f6ee40c,client_3fdba35f04,20.0,1.0,HIGH,4.41,keyword article,commercial,1431.0,9695.0,openai,gpt-4o-mini,25,0,2,1,1,0,0,0,20,1,1,0,0,7,0,0,96,91-180,4,20,0-30,1000-2000,8000-15000,0.0,5.4,0.0,0.0,0.0,low,page_1,down,-85.7,content_18b35f6ee40c,0,25,5.4,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_bb0b6bfaab24,client_4ec9599fc2,,,,,feedly article,,1207.0,8749.0,,gpt-5-mini,25,0,3,3,3,0,0,0,15,2,17,0,3,8,0,0,349,181-365,5,20,0-30,1000-2000,8000-15000,0.0,11.8,0.0,0.0,0.0,low,striking,up,112.5,content_bb0b6bfaab24,0,25,11.8,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_87125687cd9c,client_a88a7902cb,140.0,0.15,LOW,0.0,keyword article,transactional,3139.0,21117.0,google,gemini-3-flash-preview,25,0,1,1,1,0,0,0,18,1,1,0,0,13,0,1,112,91-180,4,20,0-30,2000-3500,15000-25000,0.0,29.2,0.0,0.0,0.0,low,page_3_5,down,-92.3,content_87125687cd9c,0,25,29.2,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_72d7cb87d6e0,client_8527a891e2,0.0,0.0,LOW,0.0,keyword article,informational,3972.0,25081.0,google,gemini-3-flash-preview,25,0,2,2,2,0,0,0,10,2,1,0,0,4,0,2,90,31-90,3,20,0-30,3500+,25000+,0.0,49.3,0.0,0.0,0.0,low,page_3_5,down,-75.0,content_72d7cb87d6e0,0,25,49.3,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_16064dfe2d43,client_9f14025af0,0.0,0.0,LOW,0.0,keyword article,informational,1099.0,7462.0,,gpt-4o-mini,25,0,1,1,1,0,0,0,14,1,0,0,1,2,0,0,298,181-365,5,20,0-30,1000-2000,<8000,0.0,75.8,0.0,0.0,0.0,low,deep,down,-100.0,content_16064dfe2d43,0,25,75.8,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_6871b9e18506,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2621.0,21761.0,google,gemini-3-flash-preview,25,0,1,1,1,0,0,0,19,1,14,0,0,10,0,1,138,91-180,4,20,0-30,2000-3500,15000-25000,0.0,10.7,0.0,0.0,0.0,low,striking,up,40.0,content_6871b9e18506,0,25,10.7,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_534d72bd1ad5,client_0b918943df,,,,,feedly article,,3772.0,27623.0,openai,gpt-5-mini,25,0,2,1,1,0,0,2,16,1,12,0,0,4,0,1,118,91-180,4,20,0-30,3500+,25000+,0.0,6.6,0.0,100.0,0.0,low,page_1,up,200.0,content_534d72bd1ad5,0,25,6.6,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_631ea362b4be,client_a88a7902cb,20.0,0.0,LOW,0.0,keyword article,informational,3507.0,23339.0,,gemini-2.5-flash,25,0,2,2,2,0,0,1,6,2,24,0,0,0,0,1,154,91-180,4,20,0-30,3500+,15000-25000,0.0,76.8,0.0,50.0,0.0,low,deep,new,,content_631ea362b4be,0,25,76.8,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_3f5cefdd2648,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2917.0,25286.0,google,gemini-3-flash-preview,25,0,2,2,2,0,0,0,16,2,14,0,1,0,0,1,138,91-180,4,20,0-30,2000-3500,25000+,0.0,10.6,0.0,0.0,0.0,low,striking,new,,content_3f5cefdd2648,0,25,10.6,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_3a2d29a46d9b,client_e629fa6598,10.0,0.74,HIGH,0.0,keyword article,transactional,,,,unknown,25,0,2,2,2,0,0,1,8,2,0,0,1,0,0,1,502,365+,6,20,0-30,,,0.0,9.9,0.0,50.0,0.0,low,page_1,flat,,content_3a2d29a46d9b,0,25,9.9,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_18dd27779cb8,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2653.0,19912.0,google,gemini-3-flash-preview,25,0,2,2,2,0,0,0,18,2,4,0,0,6,0,1,117,91-180,4,20,0-30,2000-3500,15000-25000,0.0,4.0,0.0,0.0,0.0,low,page_1,down,-33.3,content_18dd27779cb8,0,25,4.0,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_42afdf7f7cd3,client_e629fa6598,0.0,0.0,LOW,0.0,keyword article,informational,,,,unknown,25,0,1,1,1,0,0,0,16,1,5,0,0,2,0,1,460,365+,6,20,0-30,,,0.0,20.2,0.0,0.0,0.0,low,page_3_5,up,150.0,content_42afdf7f7cd3,0,25,20.2,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_20a06aec9390,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,4570.0,32280.0,,gemini-2.5-flash,25,0,5,5,5,0,0,3,22,4,7,0,0,6,0,3,221,181-365,5,20,0-30,3500+,25000+,0.0,8.4,0.0,60.0,0.0,low,page_1,stable,16.7,content_20a06aec9390,0,25,8.4,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_73efbabd83af,client_f369cb89fc,2400.0,1.0,HIGH,1.28,keyword article,commercial,2637.0,15639.0,,gemini-2.5-flash,25,0,1,1,1,0,0,0,14,1,13,0,1,10,0,0,181,181-365,5,20,0-30,2000-3500,15000-25000,0.0,39.7,0.0,0.0,0.0,low,page_3_5,up,30.0,content_73efbabd83af,0,25,39.7,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_cf5fc820e2cd,client_a88a7902cb,70.0,0.25,LOW,0.05,keyword article,transactional,3108.0,20794.0,google,gemini-3-flash-preview,25,0,12,7,6,0,5,3,9,6,8,0,0,17,0,2,98,91-180,4,20,0-30,2000-3500,15000-25000,0.0,21.2,0.0,25.0,71.43,low,page_3_5,down,-52.9,content_cf5fc820e2cd,0,25,21.2,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_f58b02bde09e,client_e629fa6598,90.0,0.49,MEDIUM,0.92,keyword article,commercial,,,,unknown,25,0,2,2,2,0,0,1,11,2,0,0,1,1,0,0,460,365+,6,20,0-30,,,0.0,24.6,0.0,50.0,0.0,low,page_3_5,down,-100.0,content_f58b02bde09e,0,25,24.6,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_96da37e95d5c,client_d4735e3a26,0.0,0.0,LOW,0.0,keyword article,informational,,,,gpt-4o-mini,25,0,1,1,1,0,0,0,15,1,9,0,0,9,0,0,495,365+,6,20,0-30,,,0.0,4.4,0.0,0.0,0.0,low,page_1,stable,0.0,content_96da37e95d5c,0,25,4.4,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_2ecc7a25f6bd,client_e29c9c180c,70.0,0.09,LOW,1.69,keyword article,informational,1519.0,9987.0,,gemini-2.5-flash,25,0,4,4,4,0,0,0,13,4,0,0,0,1,0,2,312,181-365,5,20,0-30,1000-2000,8000-15000,0.0,18.6,0.0,0.0,0.0,low,striking,down,-100.0,content_2ecc7a25f6bd,0,25,18.6,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_f8711a5f7d47,client_a88a7902cb,140.0,0.06,LOW,0.57,keyword article,informational,3055.0,20412.0,google,gemini-3-flash-preview,25,0,1,1,1,0,0,1,13,1,1,0,0,13,0,1,112,91-180,4,20,0-30,2000-3500,15000-25000,0.0,52.5,0.0,100.0,0.0,low,deep,down,-92.3,content_f8711a5f7d47,0,25,52.5,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_7caafe86fd87,client_4ec9599fc2,,,,,feedly article,,1537.0,11182.0,,gpt-5-mini,25,0,3,3,3,0,0,0,11,2,21,0,3,4,0,0,328,181-365,5,20,0-30,1000-2000,8000-15000,0.0,7.3,0.0,0.0,0.0,low,page_1,up,425.0,content_7caafe86fd87,0,25,7.3,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_d7dbdb3949ce,client_19581e27de,50.0,0.54,MEDIUM,0.55,keyword article,informational,,,,,25,0,5,5,5,0,0,1,19,4,7,0,2,12,0,3,463,365+,6,20,0-30,,,0.0,18.5,0.0,20.0,0.0,low,striking,down,-41.7,content_d7dbdb3949ce,0,25,18.5,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_0e043e54b06c,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2541.0,18830.0,google,gemini-3-flash-preview,25,0,0,1,1,0,0,1,12,1,2,0,1,4,0,0,117,91-180,4,20,0-30,2000-3500,15000-25000,0.0,8.4,0.0,,0.0,low,page_1,down,-50.0,content_0e043e54b06c,0,25,8.4,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_a841f050e3ac,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,4374.0,28467.0,,gemini-2.5-flash,25,0,1,1,1,0,0,1,17,1,3,0,0,1,0,1,148,91-180,4,20,0-30,3500+,25000+,0.0,34.3,0.0,100.0,0.0,low,page_3_5,up,200.0,content_a841f050e3ac,0,25,34.3,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_dfb4af26b57b,client_f369cb89fc,20.0,1.0,HIGH,0.88,keyword article,transactional,2697.0,16089.0,,gemini-2.5-flash,25,0,1,2,2,0,0,1,18,2,5,0,1,13,0,1,180,91-180,4,20,0-30,2000-3500,15000-25000,0.0,7.7,0.0,100.0,0.0,low,page_1,down,-61.5,content_dfb4af26b57b,0,25,7.7,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_11d447878b12,client_f74efabef1,30.0,0.19,LOW,0.0,keyword article,transactional,3254.0,21922.0,,gemini-2.5-flash,25,0,1,1,1,0,0,0,15,1,25,0,1,0,0,0,175,91-180,4,20,0-30,2000-3500,15000-25000,0.0,5.0,0.0,0.0,0.0,low,page_1,new,,content_11d447878b12,0,25,5.0,0.0,0,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_6d27b592c666,client_4fc82b26ae,10.0,0.0,LOW,0.0,keyword article,transactional,1806.0,11729.0,,gpt-4o-mini,25,0,1,1,1,0,0,0,16,1,0,0,0,6,0,1,333,181-365,5,20,0-30,1000-2000,8000-15000,0.0,10.2,0.0,0.0,0.0,low,striking,down,-100.0,content_6d27b592c666,0,25,10.2,0.0,1,<30d (Fresh),0.4785167421380109,NO_ACTION_NEEDED,MONITOR
content_9f2b69296b69,client_4e07408562,30.0,0.0,LOW,0.0,keyword article,commercial,2728.0,17167.0,,gemini-3-flash-preview,11966,167,110,92,88,4,0,8,88,42,3918,51,33,4234,68,30,504,365+,6,25,0-30,2000-3500,15000-25000,1.4,10.1,4.35,7.27,0.0,good,striking,stable,-7.5,content_9f2b69296b69,167,11966,10.1,0.013999999999999999,0,<30d (Fresh),0.4785166719151527,NO_ACTION_NEEDED,MONITOR
content_973a43ede99f,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2825.0,108806.0,google,gemini-2.5-flash,2901,25,10,9,9,1,0,1,88,8,853,10,4,1208,7,3,140,91-180,4,8,0-30,2000-3500,25000+,0.86,4.3,11.11,10.0,0.0,moderate,page_1,down,-29.4,content_973a43ede99f,25,2901,4.3,0.0086,1,<30d (Fresh),0.47847501961173994,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_257b823127cf,client_7f2253d7e2,10.0,0.18,LOW,0.02,keyword article,informational,2657.0,17192.0,google,gemini-3-flash-preview,7830,97,114,86,82,5,0,46,88,49,1186,13,13,3349,43,33,92,91-180,4,20,0-30,2000-3500,15000-25000,1.24,8.0,5.81,40.35,0.0,good,page_1,down,-64.6,content_257b823127cf,97,7830,8.0,0.0124,1,<30d (Fresh),0.47847049717787665,NO_ACTION_NEEDED,MONITOR
content_64db1ef0c8dd,client_6208ef0f77,10.0,0.0,LOW,0.0,keyword article,commercial,3188.0,20545.0,,gemini-3-flash-preview,18933,234,698,367,350,16,0,20,88,77,6254,90,199,5976,81,98,307,181-365,5,6,0-30,2000-3500,15000-25000,1.24,9.8,4.36,2.87,0.0,good,page_1,stable,4.7,content_64db1ef0c8dd,234,18933,9.8,0.0124,0,<30d (Fresh),0.47846503737700774,NO_ACTION_NEEDED,MONITOR
content_46ea2bf3b5c6,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,2836.0,18291.0,google,gemini-3-flash-preview,1296,11,24,14,13,1,0,7,75,11,420,1,1,668,8,10,119,91-180,4,20,0-30,2000-3500,15000-25000,0.85,11.3,7.14,29.17,0.0,moderate,striking,down,-37.1,content_46ea2bf3b5c6,11,1296,11.3,0.0085,1,<30d (Fresh),0.47843540726254136,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_7a09da8ecc46,client_4e07408562,0.0,0.0,LOW,0.0,keyword article,informational,2725.0,17055.0,,gemini-3-flash-preview,1761,13,14,14,14,0,0,1,88,11,526,2,6,688,7,7,504,365+,6,7,0-30,2000-3500,15000-25000,0.74,6.4,0.0,7.14,0.0,moderate,page_1,down,-23.5,content_7a09da8ecc46,13,1761,6.4,0.0074,1,<30d (Fresh),0.4783114690397535,POOR_SERP_CTR,REWRITE_TITLE_TAG
content_b808b421d088,client_349c41201b,10.0,0.86,HIGH,0.1,keyword article,commercial,2951.0,19256.0,google,gemini-3-flash-preview,3540,38,46,45,41,0,0,1,88,26,1257,18,24,1508,10,9,104,91-180,4,20,0-30,2000-3500,15000-25000,1.07,4.7,0.0,2.17,0.0,good,page_1,stable,-16.6,content_b808b421d088,38,3540,4.7,0.010700000000000001,0,<30d (Fresh),0.4782828452895026,NO_ACTION_NEEDED,MONITOR
content_81365f3c8851,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,3005.0,19557.0,,gemini-3-flash-preview,352,2,3,1,1,0,0,1,77,1,54,2,0,90,0,1,144,91-180,4,20,0-30,2000-3500,15000-25000,0.57,17.5,0.0,33.33,0.0,moderate,striking,down,-40.0,content_81365f3c8851,2,352,17.5,0.005699999999999999,1,<30d (Fresh),0.4782287964346911,NO_ACTION_NEEDED,MONITOR
content_a640f4c92b1a,client_bdd2d3af3a,10.0,0.0,LOW,0.0,keyword article,informational,2602.0,16404.0,google,gemini-3-flash-preview,584,4,7,7,7,1,0,2,76,7,135,0,1,213,1,4,91,91-180,4,20,0-30,2000-3500,15000-25000,0.68,8.9,14.29,28.57,0.0,moderate,page_1,down,-36.6,content_a640f4c92b1a,4,584,8.9,0.0068000000000000005,1,<30d (Fresh),0.4782040428624653,NO_ACTION_NEEDED,MONITOR
content_efde8fa01746,client_4fc82b26ae,20.0,0.24,LOW,0.0,keyword article,transactional,2017.0,13118.0,,gpt-4o-mini,351,2,13,13,13,1,0,2,83,13,81,0,2,99,1,2,333,181-365,5,20,0-30,2000-3500,8000-15000,0.57,10.1,7.69,15.38,0.0,moderate,striking,stable,-18.2,content_efde8fa01746,2,351,10.1,0.005699999999999999,0,<30d (Fresh),0.4781795147583034,NO_ACTION_NEEDED,MONITOR
content_08c48b742aec,client_a88a7902cb,0.0,0.0,LOW,0.0,keyword article,informational,2550.0,16622.0,google,gemini-3-flash-preview,184,1,9,5,3,0,0,1,59,3,87,1,4,26,0,1,126,91-180,4,28,0-30,2000-3500,15000-25000,0.54,6.8,0.0,11.11,0.0,low,page_1,up,234.6,content_08c48b742aec,1,184,6.8,0.0054,0,<30d (Fresh),0.4781718006429699,NO_ACTION_NEEDED,MONITOR
content_120582ca7943,client_7f2253d7e2,10.0,0.0,LOW,0.0,keyword article,informational,2620.0,17438.0,google,gemini-3-flash-preview,805,6,11,7,6,3,0,6,87,6,122,1,1,301,5,5,92,91-180,4,20,0-30,2000-3500,15000-25000,0.75,6.9,42.86,54.55,0.0,moderate,page_1,down,-59.5,content_120582ca7943,6,805,6.9,0.0075,1,<30d (Fresh),0.4781712098913818,NO_ACTION_NEEDED,MONITOR
content_f6037d96b81a,client_f369cb89fc,10.0,1.0,HIGH,0.0,keyword article,transactional,2480.0,14850.0,,gemini-2.5-flash,805,6,4,5,5,0,0,1,84,5,84,2,4,409,0,1,180,91-180,4,20,0-30,2000-3500,8000-15000,0.75,9.2,0.0,25.0,0.0,moderate,page_1,down,-79.5,content_f6037d96b81a,6,805,9.2,0.0075,1,<30d (Fresh),0.4781712098913818,NO_ACTION_NEEDED,MONITOR
content_7c750052e015,client_f369cb89fc,50.0,0.84,HIGH,0.64,keyword article,transactional,2937.0,17507.0,,gemini-2.5-flash,698,5,10,13,13,0,0,3,87,13,203,1,10,288,2,1,147,91-180,4,20,0-30,2000-3500,15000-25000,0.72,6.6,0.0,30.0,0.0,moderate,page_1,down,-29.5,content_7c750052e015,5,698,6.6,0.0072,1,<30d (Fresh),0.4780968952490054,NO_ACTION_NEEDED,MONITOR
content_56afb8453fdd,client_f369cb89fc,20.0,1.0,HIGH,0.07,keyword article,transactional,2670.0,16281.0,,gemini-2.5-flash,349,2,5,6,6,0,0,2,82,5,70,0,3,119,0,2,181,181-365,5,20,0-30,2000-3500,15000-25000,0.57,12.4,0.0,40.0,0.0,moderate,striking,down,-41.2,content_56afb8453fdd,2,349,12.4,0.005699999999999999,1,<30d (Fresh),0.4780805299931892,NO_ACTION_NEEDED,MONITOR
content_dbb4dd20653e,client_f369cb89fc,0.0,0.0,LOW,0.0,keyword article,informational,2553.0,20307.0,google,gemini-3-flash-preview,53,0,1,2,2,0,0,1,8,2,0,0,1,0,0,0,126,91-180,4,8,0-30,2000-3500,15000-25000,0.0,9.3,0.0,100.0,0.0,low,page_1,flat,,content_dbb4dd20653e,0,53,9.3,0.0,0,<30d (Fresh),0.47806287368059,NO_ACTION_NEEDED,MONITOR
content_437ecf43c004,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2970.0,20900.0,google,gemini-2.5-flash,53,0,2,2,2,0,0,0,31,1,5,0,0,13,0,2,140,91-180,4,8,0-30,2000-3500,15000-25000,0.0,8.8,0.0,0.0,0.0,low,page_1,down,-61.5,content_437ecf43c004,0,53,8.8,0.0,1,<30d (Fresh),0.47806287368059,NO_ACTION_NEEDED,MONITOR
content_354cbdd22b40,client_8722616204,10.0,0.0,LOW,0.0,keyword article,commercial,2700.0,18840.0,google,gemini-3-flash-preview,53,0,1,1,1,0,0,1,25,1,0,0,0,22,0,1,96,91-180,4,8,0-30,2000-3500,15000-25000,0.0,8.8,0.0,100.0,0.0,low,page_1,down,-100.0,content_354cbdd22b40,0,53,8.8,0.0,1,<30d (Fresh),0.47806287368059,NO_ACTION_NEEDED,MONITOR
content_075f3e609f09,client_d029fa3a95,0.0,0.0,LOW,0.0,comparison article,informational,2193.0,14829.0,,gemini-3-flash-preview,53,0,2,2,2,0,0,1,36,2,17,0,0,17,0,1,148,91-180,4,8,0-30,2000-3500,8000-15000,0.0,11.0,0.0,50.0,0.0,low,striking,stable,0.0,content_075f3e609f09,0,53,11.0,0.0,0,<30d (Fresh),0.47806287368059,NO_ACTION_NEEDED,MONITOR
content_1da78cd4c939,client_8722616204,0.0,0.0,LOW,0.0,keyword article,informational,2535.0,17455.0,google,gemini-3-flash-preview,53,0,2,2,2,0,0,1,24,2,0,0,0,25,0,2,90,31-90,3,8,0-30,2000-3500,15000-25000,0.0,5.3,0.0,50.0,0.0,low,page_1,down,-100.0,content_1da78cd4c939,0,53,5.3,0.0,1,<30d (Fresh),0.47806287368059,NO_ACTION_NEEDED,MONITOR
content_cffeba9c0fa8,client_f74efabef1,0.0,0.0,LOW,0.0,keyword article,informational,2349.0,16290.0,google,gemini-3-flash-preview,799,6,10,7,7,0,0,0,87,7,116,1,2,264,3,3,97,91-180,4,20,0-30,2000-3500,15000-25000,0.75,2.2,0.0,0.0,0.0,moderate,top_3,down,-56.1,content_cffeba9c0fa8,6,799,2.2,0.0075,1,<30d (Fresh),0.4780414076988559,NO_ACTION_NEEDED,MONITOR
content_0d1bee747e48,client_4e07408562,10.0,0.0,LOW,0.0,keyword article,informational,2799.0,17897.0,,gemini-3-flash-preview,247,1,2,1,1,0,0,0,74,1,53,1,1,73,0,0,347,181-365,5,13,0-30,2000-3500,15000-25000,0.4,9.3,0.0,0.0,0.0,low,page_1,down,-27.4,content_0d1bee747e48,1,247,9.3,0.004,1,<30d (Fresh),0.47802464257551447,NO_ACTION_NEEDED,MONITOR
